ClassName,ID,English_Original,Vietnamese_Current
Ch02,courseFractions_meyer_008,Let's recap: fractions are there to torture your mind and test your patience.,Hãy tóm tắt lại: các phân số ở đó để tra tấn tâm trí bạn
Ch02,courseFractions_meyer_009,"But with perseverance and a few well-placed techniques,
you'll eventually master them...","Nhưng với sự kiên trì và một vài kỹ thuật được sắp xếp hợp lý,"
Ch02,courseFractions_meyer_010,...,...
Ch02,strugglingMathCouple_noemie_001,"I'm sorry, I just don't understand these fractions.","Tôi xin lỗi,"
Ch02,strugglingMathCouple_noemie_002,And I have already forgotten the whole lesson from yesterday.,Và tớ đã quên toàn bộ bài học ngày hôm qua.
Ch02,strugglingMathCouple_julien_001,"Don't worry, we'll take it one step at a time.","Đừng lo lắng, chúng tớ sẽ thực hiện từng bước một."
Ch02,strugglingMathCouple_noemie_003,No need to look down on us Belpois.,Không cần phải coi thường Belpois chúng tớ.
Ch02,afterClassMath_meyer_001,"So, how were the stars last night?",Vậy các ngôi sao đêm qua thế nào?
Ch02,afterClassMath_jeremie_001,The... stars?,Những... Ngôi sao?
Ch02,afterClassMath_meyer_002,"Yes, the stars. Mrs Hertz told me you were looking for them when you got wandering in the park?","Vâng, những ngôi sao. Bà Hertz nói với tôi là cậu đang tìm chúng khi đi lang thang trong công viên phải không?"
Ch02,afterClassMath_jeremie_002,"...Yes! Yes, of course. I didn't see them very well.","... Đúng ! Vâng, đúng vậy."
Ch02,afterClassMath_meyer_003,Hm. She might be able to do something about that.,Ừm. She might be able to do something about that.
Ch02,afterClassMath_jeremie_003,What do you mean?,Ý anh là gì?
Ch02,afterClassMath_meyer_004,She'll probably push the school to buy a telescope... Don't you want something for the maths class?,Cô ấy chắc chắn sẽ thúc giục nhà trường mua một chiếc kính viễn vọng...
Ch02,afterClassMath_jeremie_004,"But I didn't ask for any... I mean, I don't want to...","Nhưng tôi không yêu cầu... Ý tôi là, tôi không muốn..."
Ch02,afterClassMath_meyer_005,Think about it. We're sorely lacking in equipment.,Hãy nghĩ về nó. Chúng ta đang thiếu thiết bị trầm trọng.
Ch02,gettingBook_azra_001,Jeremy! Wait.,Jeremy! Chờ đợi.
Ch02,gettingBook_azra_002,"Here, I've finished reading the book you lent me.
It's actually not that bad.","Này, tôi đã đọc xong cuốn sách bạn cho tôi mượn rồi."
Ch02,gettingBook_jeremie_001,Which book?,Cuốn sách nào?
Ch02,gettingBook_azra_003,"The electric girl novel.
You lent it to me at the beginning of the year.",Tiểu thuyết cô gái điện.
Ch02,gettingBook_azra_004,"If I keep this up, I could almost start a book club.","Nếu tôi tiếp tục như thế này,"
Ch02,gettingBook_azra_005,You should give it another chance!,Cậu nên cho nó một cơ hội khác!
Ch02,findYourBenchPaul_paul_001,Find your own bench Belpois.,Tìm băng ghế Belpois của riêng cậu.
Ch02,findYourBenchPaul_jeremie_001,But you're not even using it...,Nhưng cậu thậm chí còn không sử dụng nó...
Ch02,findYourBenchPaul_theo_001,Yeah. And...?,Vâng. Và...?
Ch02,findYourBenchGang_sissi_001,"Go away Belpois, you're disturbing us.","Biến đi Belpois, cậu đang làm phiền chúng tớ đấy."
Ch02,findYourBenchGang_herve_001,Yeah. Go away.,Vâng. Biến đi.
Ch02,findYourBenchGang_nicolas_001,Like they said.,Giống như họ đã nói.
Ch02,penchakArcades_jim_001,Don't you want to practice pencak-silat with Osho... Yama?,Các cậu không muốn luyện tập pencak-silat với Osho... Yama sao?
Ch02,penchakArcades_mathias_001,"Yumi? We're in the same class but
we don't talk that much.",Yumi? Chúng tôi học cùng lớp
Ch02,penchakArcades_jim_002,"Well, this would be a great opportunity
to bond with her!","Chà, đây sẽ là một cơ hội tốt"
Ch02,penchakArcades_mathias_002,I'm not really into sports sir.,Tớ không thực sự thích thể thao thưa ngài.
Ch02,penchakArcades_jim_003,"What you're telling me is terrifying.
I hope you realize that.",Những gì bạn đang nói với tôi thật đáng sợ.
Ch02,backToPenchak_jeremie_001,Can't wait to test the virtualization process again!,Rất mong được kiểm tra lại quá trình ảo hóa!
Ch02,backToPenchak_ulrich_001,"Yumi and I are going to do our first pencak-silat class again...
Jim is looking forward to it.",Yumi và tôi sắp học lại lớp pencak-silat đầu tiên của chúng tôi...
Ch02,backToPenchak_yumi_001,Afraid to get beaten again by <i>a girl</i>?,Sợ bị <i> con gái </i> đánh lần nữa ?
Ch02,backToPenchak_ulrich_002,What makes you think <i>she</i> would win again?,Điều gì khiến cậu nghĩ <i> cô ấy </i> sẽ thắng lần nữa?
Ch02,backToPenchak_yumi_002,Intuition.,Trực giác.
Ch02,backToPenchak_odd_001,"These two, if they are not a couple in the next few days, my name is not Della Robbia anymore!","Hai người này, nếu vài ngày tới không phải là một cặp thì tên tôi không còn là Della Robbia nữa!"
Ch02,backToPenchak_odd_002,What are you looking at?,Cậu đang nhìn gì vậy?
Ch02,backToPenchak_jeremie_002,What's up with the hair anyway?,Có chuyện gì với mái tóc vậy?
Ch02,backToPenchak_odd_003,That? It's the Lyoko style! You'll see...,Cái đó? Đó là phong cách Lyoko! Cậu sẽ thấy...
Ch02,missingKey_odd_001,"This is a great way to get to the factory.
Too bad the door is closed...",Lối đi này để vào nhà máy là hoàn hảo.
Ch02,missingKey_jeremie_001,"Jim must have locked it. Knowing his habits, the key must have been tucked away nearby.","Jim chắc chắn đã khóa nó. Biết thói quen của anh, chắc hẳn chìa khóa đã được giấu gần đó."
Ch02,sewerWithOdd_odd_001,"Wow... 
How did you know about this passage and the one in the park?",Wow...
Ch02,sewerWithOdd_jeremie_001,"I just hacked the plans of the city's underground sewage system.
Nothing too complicated.",Tôi vừa hack kế hoạch của
Ch02,sewerWithOdd_odd_002,"You're a clever one!
Despite acting like the the top of the class,
you're actually a pirate!",Bạn là một người thông minh!
Ch02,sewerWithOdd_jeremie_002,"I'd never have time to work on the things
that interest me if I followed the rules.",Tôi sẽ không bao giờ có thời gian để làm những việc
Ch02,sewerWithOdd_odd_003,"I see.
You never stop, do you ?",Ồ vâng vâng.
Ch02,wayTowerADiscussion_odd_001,"So, are you sending me to Lyoko or what?
Aelita must be waiting in her tower for her Prince Charming.",Thế cậu gửi tôi tới Lyoko hay sao thế?
Ch02,wayTowerADiscussion_jeremie_001,"Wait, just to be clear...","Đợi đã, để rõ ràng..."
Ch02,wayTowerADiscussion_odd_002,"Aelita needs to get to a way tower to retrieve data for your materialization program.
Yes. I know.",Aelita phải đến tháp đường để lấy dữ liệu
Ch02,wayTowerADiscussion_odd_003,"See?
No problemo amigo!",Nhìn thấy?
Ch02,wayTowerADiscussion_jeremie_002,You sure?,Cậu chắc chứ?
Ch02,wayTowerADiscussion_odd_004,Yeah!...,Vâng!...
Ch02,wayTowerADiscussion_odd_005,...What's a way tower again?,...Tháp đường là gì nữa?
Ch02,wayTowerADiscussion_jeremie_003,"I... Nevermind.
I'll explain it to you later",Tôi... Nó không quan trọng.
Ch02,wayTowerBProud_odd_001,Look how I blew them up!,Hãy nhìn cách tớ thổi bay chúng!
Ch02,wayTowerBProud_jeremie_001,"Yeah, you seem naturally gifted at causing more damages to flying... monsters.","Đúng vậy, cậu có vẻ có năng khiếu bẩm sinh trong việc gây ra nhiều thiệt hại hơn cho... Quái vật biết bay."
Ch02,wayTowerCArrival_jeremie_001,"Aelita, can you retrieve those datas ?","Aelita, cậu có thể lấy lại những dữ liệu đó không?"
Ch02,wayTowerCArrival_aelita_001,"Yes, I'm on it, give me some time.","Vâng, tớ đang làm việc đó, hãy cho tớ chút thời gian."
Ch02,wayTowerCArrival_jeremie_002,"Okay, Odd I'll devirtualize you.","Được rồi, Odd tớ sẽ ảo hóa cậu."
Ch02,wayTowerCArrival_odd_001,"Wait. That was too easy!
Aren't there more monsters?",Chờ đợi. Nó quá dễ dàng!
Ch02,wayTowerCArrival_jeremie_003,"Careful what you wish for...
Xana might hear you.",Hãy cẩn thận với những điều bạn mong muốn...
Ch02,wayTowerDReturns_odd_001,"Well, are you sure I can't take another trip to Lyoko?
I’m ready to go again!","Chà, bạn có chắc là tôi không thể quay lại Lyoko không?"
Ch02,wayTowerDReturns_odd_002,Wow. I love your chair.,Ồ. Tớ yêu chiếc ghế của cậu.
Ch02,wayTowerDReturns_jeremie_001,I’m not sure...,Tớ không chắc...
Ch02,wayTowerDReturns_odd_003,"No, really, it's great!","Không, thực sự, nó tuyệt vời!"
Ch02,wayTowerDReturns_jeremie_002,"No, I mean, I'm not sure it's a good idea to revirtualize so soon after a devirtualization...","Không, ý tôi là, tôi không chắc việc ảo hóa bản thân quá sớm"
Ch02,wayTowerDReturns_odd_004,"But Aelita's tower is still surrounded by monsters!
I've got to go back and help her.",Nhưng tòa tháp của Aelita vẫn bị bao vây bởi lũ quái vật!
Ch02,wayTowerDReturns_aelita_001,"Odd! Jeremy's right.
Virtualizing you twice in one day
could have serious consequences.",Số lẻ! Jeremy nói đúng.
Ch02,wayTowerDReturns_aelita_002,"Monsters can't enter the tower.
Xana won't let them encircle my tower indefinitely.",Quái vật không thể vào tháp.
Ch02,wayTowerDReturns_odd_005,Hm. I wanted some more action...,Ừm. Tớ muốn có thêm hành động...
Ch02,dormHeist_odd_001,"Wait wait, okay so you need a book
to materialize Aelita on Earth?","Đợi đã, được rồi, vậy bạn cần một cuốn sách"
Ch02,dormHeist_jeremie_001,"Yes, but Herb borrowed it from the library right in front of me...","Đúng, nhưng Herb đã mượn nó từ thư viện ngay trước mặt tớ..."
Ch02,dormHeist_odd_002,But you want to take it away now? Right now? In the middle of the night?,Nhưng cậu muốn lấy nó đi ngay bây giờ? Ngay lập tức? Vào giữa đêm?
Ch02,dormHeist_odd_003,"When you said that you didn't like the rules...
you REALLY meant it.",Khi bạn nói bạn không thích các quy tắc...
Ch02,dormHeist_jeremie_002,"By waking up XANA, I've put everyone in danger.
There's no time to lose!","Bằng cách đánh thức Xana, tôi đã đẩy mọi người vào nguy hiểm."
Ch02,dormHeist_odd_004,"But can't you put the megacomputer on standby?
Just long enough to find a solution?",Nhưng bạn không thể đặt siêu máy tính vào chế độ ngủ?
Ch02,dormHeist_jeremie_003,"Supercomputer, not megacomputer.
And no, standby is too risky!","Siêu máy tính, không phải siêu máy tính."
Ch02,dormHeist_odd_005,Ahhh really?,Ahhh thật sao?
Ch02,dormHeist_jeremie_004,"Have you seen the look of the device?
Imagine there's a bug when I turn it back on, the data gets erased, we lose Aelita? Did you think of that?",Bạn đã thấy hình dáng của thiết bị chưa?
Ch02,dormHeist_odd_006,"Uh, no. You thought all this up in less than 24 hours?
That's crazy.",Ờ không. Bạn có nghĩ về tất cả những điều này trong vòng chưa đầy 24 giờ không?
Ch02,comeToBlows_odd_001,How are you going to convince him?,Cậu sẽ làm thế nào để thuyết phục anh ấy?
Ch02,comeToBlows_odd_002,"If push comes to shove,
I'm not sure which one of you would win.","Nếu các bạn lao vào đánh nhau,"
Ch02,comeToBlows_jeremie_001,"Don't worry, I'm more civilized than that.","Đừng lo lắng, tớ văn minh hơn thế."
Ch02,comeToBlows_odd_003,"You mean you'll do a battle of chess or something?
But that will take forever!",Ý bạn là bạn sắp có một trận đấu cờ vua
Ch02,comeToBlows_jeremie_002,...,...
Ch02,remember_aelita_001,...I think you should go through the factory scanners to keep your memory intact.,...Tôi nghĩ bạn nên đi qua scanners ở nhà máy
Ch02,remember_jeremie_001,Really? Maybe we won't have to go back to the past again.,Thật sự ? Chúng ta có thể không cần
Ch02,remember_jeremie_002,"After all, as soon as I bring you back to Earth,
I'll shut down the supercomputer and no more Xana!","Sau cùng, ngay khi tôi đưa bạn trở lại Trái đất,"
Ch02,remember_aelita_002,"It's not reasonable, the virus could attack again before then. And you'd have to go back in time and forget everything!","Điều đó là không hợp lý, virus có thể tấn công lại trước đó. Và cậu sẽ phải quay ngược thời gian và quên đi mọi thứ!"
Ch02,remember_aelita_003,"And if you work on my materialization program, you'll waste precious time remembering everything, won't you?","Và nếu bạn làm việc trong chương trình hiện thực hóa của tôi,"
Ch02,remember_jeremie_003,"Well... All right, I'll scan myself tomorrow night.","Được rồi, tối mai tớ sẽ tự quét."
Ch02,remember_jeremie_004,"But that's not going to stop me from starting the program right now! After all, Xana needs to rest for a few hours...",Nhưng điều đó sẽ không ngăn cản tôi bắt đầu chương trình ngay bây giờ! Dù sao thì Xana cũng cần nghỉ ngơi vài giờ...
Ch02,remember_odd_001,What a negotiator...,Thật là một nhà đàm phán...
Ch02,bugMe_yumi_001,"Hey, something's been bugging me.","Này, tôi đang nghĩ đến điều gì đó"
Ch02,bugMe_yumi_002,"Your supercomputer...
It's powered by a nuclear battery, right?",Siêu máy tính của bạn ở đó.
Ch02,bugMe_jeremie_001,"If you're worried that it's radioactive,
I've checked, it's totally fine.","Nếu bạn lo lắng rằng nó có chất phóng xạ,"
Ch02,bugMe_yumi_003,"What? No. No, it's not that.","Cái gì? Không. Không, không phải vậy."
Ch02,bugMe_yumi_004,"It's gonna sound weird to you, but...","Nghe có vẻ kỳ lạ với cậu, nhưng..."
Ch02,bugMe_yumi_005,"My dad was struggling with the electric
bill last month and... That made me think....",Bố tôi gặp khó khăn trong việc thanh toán hóa đơn tiền điện
Ch02,bugMe_yumi_006,"Why is there power everywhere else in the
factory? The lights, the elevator...",Tại sao có điện ở
Ch02,bugMe_yumi_007,"If those are powered by the regular
power network...",Nếu những bộ phận này được cấp nguồn bằng mạng điện
Ch02,bugMe_jeremie_002,...Someone must be paying the bills.,...Chắc chắn phải có ai đó đang thanh toán các hóa đơn.
Ch02,remote_yumi_001,If you can contact Aelita from your computer...,Nếu cậu có thể liên lạc với Aelita từ máy tính của cậu...
Ch02,remote_yumi_002,"Can't you also control the mainframe
from your bedroom?",Bạn không thể kiểm soát toàn bộ giao diện nhà máy từ đây sao?
Ch02,remote_jeremie_001,"No... that would be too dangerous.
Only the interface in the factory is suited to fight Xana.","Không, và dù sao thì nó cũng sẽ quá nguy hiểm."
Ch02,remote_yumi_003,"Got it. It's more secure to have less entry
points to Lyoko.",Hiểu rồi. Sẽ an toàn hơn khi có ít mục
Ch02,dontTrust_ulrich_001,"By the way, I know you don’t remember, but...
Never trust Sissi.","Hơn nữa, bạn không nhớ nhưng..."
Ch02,dontTrust_jeremie_001,Why would I ever trust her?,Tại sao tớ lại tin tưởng cô ấy?
Ch02,dontTrust_ulrich_002,"You never know... Besides, she is friends with
Nicolas and Herb, and we can't trust them either.","Bạn không bao giờ biết... Ngoài ra, cô ấy là bạn của"
Ch02,dontTrust_ulrich_003,"Isn’t Herb like...
Your arch-nemesis or something?",Hervé không phải...
Ch02,dontTrust_jeremie_002,"Our parents know each other and expected us
to be friends in primary school.",Bố mẹ chúng tôi biết nhau và mong đợi
Ch02,dontTrust_jeremie_003,I guess that never worked out.,Tớ đoán điều đó không bao giờ thành công.
Ch02,dontTrust_odd_001,Maybe you are some kind of secret brothers or something.,Có lẽ hai người là anh em giấu mặt
Ch02,dontTrust_ulrich_004,Yikes. That would be an awful twist.,Rất tiếc. Đó sẽ là một bước ngoặt khủng khiếp.
Ch02,dontTrust_odd_002,"Yeah. Like the end of Zombinator 3.
How rotten was that!","Ừ đúng rồi, giống như đoạn cuối của Zombinator 3."
Ch02,dontTrust_ulrich_005,You like the Zombinator saga?,Cậu thích câu chuyện Zombinator?
Ch02,dontTrust_odd_003,Of course!,Tất nhiên rồi!
Ch02,getBook_jeremie_001,"Please, Herb, I really need this book!","Làm ơn đi, Herb, tớ thực sự cần cuốn sách này!"
Ch02,getBook_herve_001,"No way! I borrowed it for the next two months!
First come, first served!",Không đời nào! Tôi đã mượn nó trong hai tháng tới.
Ch02,getBook_herve_002,And why is it so important all of a sudden?,Và tại sao nó lại đột nhiên quan trọng đến vậy?
Ch02,getBook_jeremie_002,That's... hum...,Đó là... ừm...
Ch02,getBook_herve_003,"Always hiding secrets!
You'll never change!",Luôn che giấu bí mật!
Ch02,getBook_herve_004,Now leave me alone or I'll keep it even longer!,"Thôi nào, hãy để tôi yên"
Ch02,getBook_ulrich_001,"So, Herb, are we going to be hard-headed about this?","Vậy Herb, chúng ta có cứng rắn với chuyện này không?"
Ch02,getBook_herve_005,Stay out of it Stern!,Tránh xa nó ra Stern!
Ch02,getBook_ulrich_002,"Or what?
You'll call Nicolas?",Bằng không thì sao?
Ch02,getBook_herve_006,That's right!,Đúng vậy!
Ch02,getBook_ulrich_003,"Well, go on then.","Được rồi, tiếp tục đi."
Ch02,getBook_ulrich_004,I'm sure he'll be happy you woke him up over a book!,Tôi chắc rằng anh ấy sẽ rất vui khi bạn đánh thức anh ấy
Ch02,getBook_herve_007,I...,TÔI...
Ch02,getBook_herve_008,...,...
Ch02,getBook_herve_009,"Next time, I'll complain to Mr. Morales!",Lần sau tớ sẽ khiếu nại với ông Mởrales!
Ch02,getBook_ulrich_005,Yeah right...,Ừ đúng...
Ch02,leavingBedroom_jeremie_001,"...The base code is ready!
Aelita is going to help me check the structure and...",...Mã cơ sở đã sẵn sàng!
Ch02,leavingBedroom_ulrich_001,"Well, not that this is uninteresting but...
I've got a soccer practice tomorrow morning.","Không phải là không thú vị đâu, nhưng..."
Ch02,leavingBedroom_yumi_001,See you tomorrow night at the factory.,Hẹn gặp cậu vào tối mai tại nhà máy.
Ch02,leavingBedroom_odd_001,...And let Aelita get some sleep too.,...Và hãy để Aelita ngủ một giấc nữa.
Ch02,leavingBedroom_odd_002,I'm sure she's more human than you in that respect.,Tớ chắc chắn rằng cô ấy nhân đạo hơn cậu về mặt đó.
Ch02,scannersExit_ulrich_001,I never noticed that the scan took this long.,Tôi đã không nhận ra rằng nó sẽ kéo dài
Ch02,scannersExit_odd_001,"Why isn't he also virtualizing himself?
Like... to talk with Aelita.",Tại sao anh ta không tận dụng điều này để ảo hóa bản thân?
Ch02,scannersExit_ulrich_002,"I don't know... Maybe it's hard for him. He has
a crush on her, but he prefers distance.",Tôi không biết... Có lẽ điều đó khó khăn với anh ấy. Anh ấy đã
Ch02,scannersExit_odd_002,"I don't get it... If you have a crush, you go and
talk to her, and voila!","Tôi không hiểu... Nếu bạn yêu ai đó,"
Ch02,scannersExit_ulrich_003,Yeah... Sure...,Ừ... Chắc chắn rồi...
Ch02,scannersExit_ulrich_004,So? How was it?,Vì thế? Nó thế nào?
Ch02,scannersExit_jeremie_001,I prefer staying in the laboratory armchair.,Tớ thích ngồi trên ghế bành trong phòng thí nghiệm hơn.
Ch02,scannersExit_odd_003,"Just like math classes for me...
I'd rather stay in bed than attend them.",Giống như lớp học toán đối với tôi vậy...
Ch02,scannersExit_jeremie_002,"I'm going upstairs to work
on Aelita's materialization program.",Tôi sẽ quay lại làm việc
Ch02,scannersExit_ulrich_005,"Oh...
So you never unplug yourself, do you?",Ồ...
Ch02,scannersExit_yumi_001,"Hey guys, Aelita told me she felt
pulsations on Lyoko!",Này các bạn! Aelita nói với tôi rằng cô ấy cảm thấy
Ch02,scannersExit_yumi_002,She thinks it's XANA...,Cô ấy nghĩ đó là XANA...
Ch02,scannersExit_ulrich_006,Speak of the devil!,Nói đến ma quỷ!
Ch02,scannersExit_jeremie_003,I'll go to the lab to transfer you.,Tớ sẽ đến phòng thí nghiệm để chuyển cậu.
Ch02,lureSphere_odd_001,I'm going to lure it out!,Tớ sẽ dụ nó ra ngoài!
Ch02,lureSphere_ulrich_001,Odd! Wait!,Số lẻ! Chờ đợi!
Ch02,seeYouLater_jeremie_001,See you later.,Hẹn gặp lại sau.
Ch02,readyRttp_ulrich_001,Hey. Your return to the past program... Is it going to bring us back right before XANA's attack?,Việc bạn quay về quá khứ... Nó sẽ
Ch02,readyRttp_jeremie_001,Something like that... Yes.,Một cái gì đó như thế... Vâng.
Ch02,readyRttp_yumi_001,...You're not sure?,...Cậu không chắc chắn à?
Ch02,readyRttp_jeremie_002,"I don't know exactly how it works at the moment.
We should be transported one or two hours back in time...",Tôi không biết chính xác nó hoạt động như thế nào vào lúc này.
Ch02,readyRttp_jeremie_003,"...Forty-eight hours, tops.","...Bốn mươi tám giờ, đỉnh cao."
Ch02,readyRttp_odd_001,That's not very reassuring.,Điều đó không yên tâm lắm.
Ch02,readyRttp_yumi_002,Hey...,Chào...
Ch02,readyRttp_yumi_003,"What happens if someone got injured... 
...badly?",Và chuyện gì sẽ xảy ra nếu ai đó bị thương...
Ch02,readyRttp_jeremie_004,Can we talk about that later?,Chúng ta có thể nói chuyện đó sau được không?
Ch02,firstRttp_yumi_001,...I think we shouldn't hesitate.,...Tớ nghĩ chúng ta không nên ngần ngại.
Ch02,firstRttp_yumi_002,"It's likely someone saw the sphere,
or got attacked by it.","Có lẽ ai đó đã nhìn thấy quả cầu,"
Ch02,firstRttp_odd_001,"I still don't get why it would
re-attack Sissi.",Tôi vẫn không hiểu tại sao
Ch02,firstRttp_odd_002,"It's not as if there was
much brain to fry in the first place.",Nó không phải là có
Ch02,firstRttp_ulrich_001,"I don't like Sissi either...
But you never know.","Tôi cũng không thích Sissi,"
Ch02,firstRttp_jeremie_001,"Yeah, we should be careful.
I'll launch a return to the past.","Vâng, bạn phải cẩn thận."
Ch02,firstRttp_odd_003,"I hope you'll remember everything
this time Einstein.",Tôi hy vọng lần này bạn sẽ nhớ hết về Einstein.
Ch02,firstRttp_odd_004,"I can't see myself re-explaining the whole
situation to you again.",Tôi không thể tưởng tượng được việc phải giải thích lại cho bạn
Ch02,readyToWork_jeremie_001,"Still here?
Didn't you want to go get your new haircut?",Vẫn còn đó chứ? Bạn không muốn đến
Ch02,readyToWork_odd_001,"Yes, I do. But I just want to see you finish
Aelita's materialization program first!","Vâng, vâng. Tôi chỉ muốn thấy bạn hoàn thành"
Ch02,readyToWork_jeremie_002,"You know, this will probably take a week or so.","Cậu biết đấy, việc này có thể sẽ mất khoảng một tuần."
Ch02,readyToWork_odd_002,"Really?!... Huh. Nevermind.
I want to be here when Aelita calls you.",Ồ tốt nhỉ?!... Ừm. Đừng bận tâm.
Ch02,readyToWork_jeremie_003,"Ok, but don't make too much noise.
I need to focus.","Được rồi, nhưng đừng làm ồn quá,"
Ch02,readyToWork_odd_003,No problemo chief!,Không có vấn đề gì đâu sếp!
Ch02,readyToWork_odd_004,...,...
Ch02,readyToWork_jeremie_004,What's the matter?,Có chuyện gì vậy?
Ch02,readyToWork_odd_005,"This is stupid. But... you know... who has done all that? I mean
the mega...supercomputer, Lyoko... or even Aelita?",Thật ngu ngốc. Nhưng... Bạn biết đấy... Ai đã làm tất cả những điều này? Ý tôi là
Ch02,readyToWork_jeremie_005,"I don't know.
I’ve looked through the town’s archives and there’s
no information there.",Tôi không biết.
Ch02,readyToWork_jeremie_006,"I just hope Xana will leave us alone,
until I find the way to materialize Aelita...","Tôi chỉ hy vọng rằng Xana sẽ để chúng tôi yên,"
Ch02,previousEND_jeremie_001,The real question for me is just... why was everything abandoned?,Câu hỏi thực sự đối với tớ là... Tại sao mọi thứ lại bị bỏ rơi?
Ch03,intro_suzanne_001,"...And that's why the greatest scientists
never become school teachers.","...Và đó là lý do tại sao các nhà khoa học vĩ đại nhất
không bao giờ trở thành giáo viên ở trường."
Ch03,intro_suzanne_002,"But I digress.
Can anyone define the notion of fundamental constant?","Nhưng tôi lạc đề.
Có ai có thể định nghĩa khái niệm hằng số cơ bản không?"
Ch03,intro_jeremie_001,"It's not in our curriculum, ma'am.","Nó không có trong chương trình giảng dạy của chúng tớ, thưa cô."
Ch03,intro_suzanne_003,"That's true, and it's a shame.",Đó là sự thật và thật đáng xấu hổ.
Ch03,intro_none_001,> The rest of the course passes quietly,> Phần còn lại của khóa học trôi qua lặng lẽ
Ch03,intro_suzanne_004,"And remember, your presentation is a graded assignment.","Và hãy nhớ, bài thuyết trình của bạn là một bài tập được chấm điểm."
Ch03,intro_suzanne_005,You will be forming groups.,Bạn sẽ thành lập các nhóm.
Ch03,intro_odd_001,Can I be with [PlayerName]?,tớ có thể ở cùng[ChơierName]không?
Ch03,intro_suzanne_006,"So that you won't have anything to do?
Not a chance.","Thế là bạn sẽ không có việc gì để làm à?
Không phải là một cơ hội."
Ch03,intro_suzanne_007,"No, you're going to help Ulrich.
He needs it badly.","Không, cậu sẽ giúp Ulrich.
Anh ấy rất cần nó."
Ch03,intro_suzanne_008,And... Elisabeth?,Và... Elisabeth?
Ch03,intro_sissi_001,Yes?,Đúng?
Ch03,intro_suzanne_009,You'll be in a group with Mr. Poliakoff.,Bạn sẽ ở cùng nhóm với ông Poliakoff.
Ch03,intro_sissi_002,"What? No, but that's not possible! I'm supposed to be in a group with Herb.","Cái gì? Không, nhưng điều đó là không thể! Lẽ ra tớ phải ở cùng nhóm với Herb."
Ch03,intro_suzanne_010,"This is non-negotiable young lady.
Herb, you will work with Mr. Belpois.","Đây là cô gái trẻ không thể thương lượng.
Herb, anh sẽ làm việc với ông Belpois."
Ch03,intro_herve_001,This can't be...,Đây không thể nào...
Ch03,dispute_odd_001,"Hey, you eggheads are going to have lots of fun!","Này, các cậu sẽ có rất nhiều niềm vui đấy!"
Ch03,dispute_odd_002,I would have loved to be paired with Heidi... or Abigail...,tớ rất muốn được ghép đôi với Heidi... hoặc Abigail...
Ch03,dispute_odd_003,Or Noemie!,Hoặc Khôngemie!
Ch03,dispute_ulrich_001,"So what?
Aren't you happy to be partnered with me?","Vậy thì sao?
cậu không vui khi được làm cậu với tớ sao?"
Ch03,dispute_ulrich_002,"If I'm that bad, just say so.",Nếu tớ tệ đến thế thì cứ nói đi.
Ch03,dispute_odd_004,"Rhoo, that's not what I meant, but admit it,
you're as bad at science as you are at maths!","Rhoo, ý tớ không phải vậy, nhưng hãy thừa nhận đi,
cậu dở môn khoa học cũng như môn toán vậy!"
Ch03,dispute_ulrich_003,Thanks man...,Cảm ơn cậu cậu...
Ch03,dispute_odd_005,"Always getting on your high horse.
Relax a little!","Luôn luôn cưỡi ngựa cao.
Thư giãn một chút!"
Ch03,hertzTelescope_suzanne_001,I'm afraid our new telescope is broken.,thầy/cô e rằng kính viễn vọng mới của chúng thầy/cô bị hỏng.
Ch03,hertzTelescope_suzanne_002,You won't even have time to use it.,em thậm chí sẽ không có thời gian để sử dụng nó.
Ch03,hertzTelescope_jeremie_001,"Oh, that's all right. I've got plenty to do, ma'am.","Ồ, không sao đâu. em còn nhiều việc phải làm, thưa cô."
Ch03,hertzTelescope_suzanne_003,"Hm. I bet you do.
You seem a bit tired. You should sleep more.","Ừm. thầy/cô cá là em biết.
em có vẻ hơi mệt mỏi. em nên ngủ nhiều hơn."
Ch03,sissiDisapprove_sissi_001,What a pain.,Thật là đau đớn.
Ch03,sissiDisapprove_herve_001,Yeah I really wanted to do it with you.,"Vâng, tớ thực sự muốn làm điều đó với cậu."
Ch03,sissiDisapprove_sissi_002,"That's okay, you can give me your copy.","Không sao đâu, cậu có thể đưa cho tớ bản sao của cậu."
Ch03,sissiDisapprove_herve_002,"But, we won't have time together...",Nhưng chúng mình sẽ không có thời gian bên nhau...
Ch03,sissiDisapprove_sissi_003,"You should be grateful,
I could ask someone else for the answers!","cậu nên biết ơn,
tớ có thể hỏi người khác để có câu trả lời!"
Ch03,sissiDisapprove_herve_003,Yes Sissi...,Vâng chị ơi...
Ch03,noemieJul_noemie_001,Do you want to go to the library to work on the presentation?,Bạn có muốn đến thư viện để làm bài thuyết trình không?
Ch03,noemieJul_julien_001,It's just... I have a soccer game.,Chỉ là... tôi có một trận bóng đá.
Ch03,noemieJul_noemie_002,"Boys...
Always playing ball.","Các chàng trai...
Luôn chơi bóng."
Ch03,bastDoubt_bastien_001,"We have a soccer game this morning...
I'm not sure Ulrich is focused enough.","Sáng nay chúng ta có một trận bóng đá...
Tôi không chắc Ulrich có đủ tập trung hay không."
Ch03,waitingYumi_yumi_001,"Hey!... You seem out of it.
Did your science class go well?","Này!... Có vẻ như cậu không còn hứng thú nữa rồi.
Lớp khoa học của cậu có diễn ra tốt đẹp không?"
